delivery_partner,package_type,vehicle_type,delivery_mode,region,weather_condition,distance_km,package_weight_kg,delivery_rating,delivery_cost,Delivery_Status
ekart,electronics,van,same day,central,stormy,85.5,2.35,5,534.55,delivered
blue dart,fragile items,van,standard,central,stormy,247.4,45.98,5,1374.94,delivered
dhl,furniture,bike,same day,north,stormy,200.7,29.79,2,1192.87,delayed
xpressbees,groceries,bike,standard,north,rainy,130.1,49.04,5,797.62,delivered
shadowfax,clothing,ev bike,same day,south,rainy,7.5,34.66,4,241.48,delivered
ecom express,cosmetics,van,standard,east,hot,197.1,46.13,4,1123.89,delivered
xpressbees,fragile items,ev van,two day,west,hot,235.0,10.27,4,1205.81,delivered
amazon logistics,electronics,truck,standard,north,cold,68.0,47.29,4,481.87,delivered
dhl,electronics,van,express,south,hot,36.6,19.75,1,292.25,failed
shadowfax,fragile items,ev van,same day,south,foggy,95.2,10.69,4,608.07,delivered
shadowfax,fragile items,bike,standard,east,cold,211.0,20.92,4,1117.76,delivered
amazon logistics,documents,ev bike,standard,east,cold,288.8,35.81,5,1551.43,delivered
fedex,cosmetics,bike,two day,east,stormy,118.3,24.85,5,666.05,delivered
dhl,fragile items,ev van,express,west,clear,249.2,1.99,1,1301.97,failed
delhivery,clothing,truck,two day,west,cold,228.5,7.44,4,1164.82,delivered
amazon logistics,clothing,van,express,central,hot,266.2,29.92,2,1470.76,delayed
dhl,clothing,truck,standard,central,rainy,199.4,21.59,3,1061.77,delivered
amazon logistics,fragile items,ev bike,same day,central,rainy,284.0,12.8,3,1558.4,delayed
xpressbees,cosmetics,scooter,standard,central,clear,275.3,2.16,5,1382.98,delivered
delhivery,clothing,bike,two day,south,clear,11.1,5.12,5,95.6674,delivered
shadowfax,clothing,ev van,same day,west,foggy,155.5,27.54,4,960.12,delivered
fedex,pharmacy,truck,same day,west,stormy,99.0,25.85,2,672.55,failed
ekart,automobile parts,scooter,standard,west,stormy,254.1,21.38,3,1334.64,delivered
ekart,fragile items,ev van,express,central,stormy,123.4,15.61,2,713.83,delayed
shadowfax,clothing,bike,express,west,stormy,274.2,6.16,2,1439.48,delayed
delhivery,groceries,ev van,express,east,stormy,272.5,36.03,3,1520.59,delayed
shadowfax,electronics,bike,standard,south,stormy,109.9,28.79,5,635.87,delivered
amazon logistics,documents,truck,standard,east,hot,172.9,0.67,3,865.43,delivered
delhivery,pharmacy,bike,same day,east,cold,9.3,46.6,5,286.3,delivered
delhivery,groceries,bike,express,west,foggy,107.8,0.82,2,591.46,delayed
delhivery,pharmacy,scooter,standard,north,stormy,197.8,45.78,5,1126.34,delivered
xpressbees,documents,scooter,same day,north,foggy,64.2,37.59,5,533.77,delivered
amazon logistics,pharmacy,bike,two day,west,cold,48.5,32.84,3,341.02,delivered
ecom express,pharmacy,ev bike,two day,west,hot,286.3,34.93,4,1536.29,delivered
delhivery,clothing,ev bike,two day,west,rainy,175.5,28.78,4,963.84,delivered
fedex,electronics,scooter,express,east,hot,169.9,48.96,4,1046.38,delivered
delhivery,groceries,ev bike,standard,central,clear,246.3,6.11,5,1249.83,delivered
dhl,electronics,scooter,standard,south,stormy,167.6,32.79,3,936.37,delivered
ekart,clothing,scooter,express,east,cold,194.2,15.16,2,1066.48,delayed
shadowfax,documents,ev van,standard,central,stormy,92.9,47.1,4,605.8,delivered
ecom express,groceries,truck,express,central,clear,113.9,17.24,5,671.22,delivered
amazon logistics,documents,bike,same day,north,stormy,82.8,5.7,3,531.1,delivered
delhivery,electronics,ev bike,standard,north,hot,180.0,34.7,5,1004.1,delivered
ekart,clothing,van,two day,central,stormy,179.0,47.35,5,1037.05,delivered
ekart,fragile items,bike,two day,east,cold,50.5,25.58,3,329.24,delivered
ekart,cosmetics,scooter,express,west,foggy,229.5,7.94,2,1221.32,delayed
dhl,groceries,scooter,express,north,foggy,58.9,10.87,2,377.11,delayed
shadowfax,electronics,bike,express,north,hot,205.9,49.12,3,1226.86,delayed
xpressbees,groceries,ev bike,express,west,stormy,19.8,25.58,2,225.74,delayed
ecom express,automobile parts,scooter,standard,north,hot,275.6,8.06,3,1402.18,delivered
xpressbees,fragile items,bike,express,west,rainy,19.0,49.52,3,294.37,delayed
ekart,cosmetics,scooter,same day,west,hot,20.2,24.95,4,275.85,delivered
blue dart,documents,ev bike,express,central,foggy,26.8,24.75,2,258.25,delayed
dhl,groceries,truck,standard,north,cold,136.8,19.11,3,741.33,delivered
amazon logistics,electronics,ev bike,same day,south,foggy,165.7,25.24,5,1004.22,delivered
ecom express,fragile items,van,standard,north,stormy,46.3,45.29,5,367.37,delivered
dhl,clothing,ev bike,same day,east,clear,225.5,43.45,5,1357.85,delivered
blue dart,pharmacy,van,same day,east,cold,37.9,20.58,5,351.24,delivered
delhivery,documents,truck,two day,north,clear,281.4,24.66,4,1480.98,delivered
delhivery,pharmacy,ev van,standard,central,foggy,130.9,19.97,4,714.41,delivered
shadowfax,fragile items,truck,two day,east,foggy,163.4,26.65,5,896.95,delivered
shadowfax,documents,van,standard,south,cold,230.0,28.01,3,1234.03,delivered
shadowfax,electronics,ev van,two day,west,stormy,249.2,6.97,3,1266.91,delivered
delhivery,pharmacy,truck,standard,east,stormy,239.3,49.52,5,1345.45,delivered
dhl,furniture,ev van,two day,west,hot,101.6,42.0,5,634.0,delivered
blue dart,clothing,truck,standard,west,stormy,223.7,18.91,5,1175.23,delivered
dhl,electronics,ev bike,two day,central,foggy,27.0,15.07,4,180.21,delivered
shadowfax,furniture,truck,same day,east,cold,188.9,11.95,5,1080.35,delivered
ekart,pharmacy,ev van,standard,south,stormy,107.5,12.98,4,576.44,delivered
shadowfax,clothing,scooter,express,south,cold,6.1,15.27,4,126.31,delivered
ekart,pharmacy,truck,express,central,clear,237.6,38.94,2,1354.82,delayed
fedex,furniture,ev van,same day,east,rainy,263.9,15.71,2,1466.63,delayed
fedex,clothing,scooter,same day,east,foggy,39.0,5.33,4,310.99,delivered
dhl,pharmacy,van,same day,east,clear,50.3,34.79,5,455.87,delivered
blue dart,pharmacy,bike,same day,east,rainy,39.4,43.16,5,426.48,delivered
shadowfax,clothing,truck,express,north,hot,297.1,14.09,3,1591.77,delayed
ecom express,cosmetics,van,express,west,rainy,17.7,38.82,1,254.96,failed
shadowfax,clothing,truck,standard,north,foggy,208.8,16.42,5,1093.26,delivered
xpressbees,pharmacy,scooter,same day,east,clear,12.9,21.97,5,230.41,delivered
amazon logistics,fragile items,ev bike,same day,west,clear,195.1,19.71,2,1134.63,delayed
delhivery,automobile parts,ev van,two day,central,cold,290.9,13.78,5,1495.84,delivered
amazon logistics,documents,truck,same day,north,rainy,52.6,2.99,5,371.97,delivered
ekart,groceries,truck,same day,central,clear,207.3,39.46,1,1254.88,failed
shadowfax,electronics,van,same day,west,foggy,210.9,38.27,2,1269.31,delayed
ecom express,automobile parts,scooter,two day,west,foggy,98.8,11.34,4,528.02,delivered
ecom express,documents,van,same day,east,hot,265.2,34.0,3,1528.0,delivered
dhl,fragile items,van,same day,central,rainy,209.4,7.72,3,1170.16,delayed
amazon logistics,automobile parts,ev bike,two day,north,clear,65.0,1.37,4,329.11,delivered
shadowfax,furniture,ev bike,same day,east,cold,43.5,22.17,5,384.01,delivered
blue dart,cosmetics,scooter,same day,central,stormy,253.0,32.29,1,1461.87,failed
ekart,furniture,truck,same day,east,foggy,11.4,14.32,3,199.96,delivered
ecom express,pharmacy,ev van,two day,central,clear,260.7,39.0,5,1420.5,delivered
ecom express,documents,van,same day,east,rainy,28.8,20.96,4,306.88,delivered
ecom express,fragile items,ev van,same day,west,hot,261.7,35.92,3,1516.26,delivered
dhl,clothing,van,standard,west,cold,77.2,43.07,5,515.21,delivered
ekart,pharmacy,bike,two day,west,cold,242.4,13.65,3,1252.95,delivered
amazon logistics,automobile parts,scooter,standard,east,stormy,297.1,15.58,4,1545.74,delivered
delhivery,fragile items,scooter,two day,west,foggy,85.0,36.91,4,535.73,delivered
ecom express,cosmetics,truck,express,south,foggy,254.0,20.43,5,1381.29,delivered
shadowfax,pharmacy,ev van,express,north,cold,236.5,39.69,2,1351.57,delayed
shadowfax,automobile parts,van,standard,north,foggy,236.5,19.99,4,1242.47,delivered
dhl,fragile items,scooter,same day,west,cold,98.8,1.34,5,598.02,delivered
ecom express,documents,truck,express,east,cold,248.3,12.14,5,1327.92,delivered
xpressbees,pharmacy,scooter,standard,south,foggy,283.8,1.21,5,1422.63,delivered
delhivery,groceries,van,express,east,foggy,4.7,19.63,5,132.39,delivered
fedex,documents,scooter,two day,central,rainy,242.3,46.46,3,1350.88,delivered
amazon logistics,fragile items,scooter,two day,central,stormy,26.5,22.67,3,200.51,delivered
delhivery,electronics,bike,express,east,rainy,62.7,26.71,2,443.63,delayed
xpressbees,clothing,truck,same day,east,rainy,115.0,49.2,3,822.6,delayed
ekart,electronics,van,express,west,cold,296.2,4.12,2,1543.36,delayed
fedex,clothing,scooter,express,west,stormy,217.9,19.94,2,1199.32,delayed
amazon logistics,furniture,ev bike,standard,north,foggy,297.1,3.11,5,1495.33,delivered
fedex,automobile parts,scooter,standard,south,clear,117.6,5.48,3,604.44,delivered
delhivery,automobile parts,truck,two day,east,foggy,217.3,18.81,4,1142.93,delivered
delhivery,automobile parts,bike,two day,central,clear,201.1,36.51,4,1115.03,delivered
xpressbees,cosmetics,bike,two day,north,clear,3.6,3.82,5,95.6674,delivered
ecom express,furniture,bike,two day,west,clear,28.9,1.75,5,149.75,delivered
ekart,cosmetics,truck,express,east,rainy,4.9,28.72,2,160.66,delayed
ecom express,documents,scooter,standard,east,cold,141.5,27.19,3,789.07,delivered
fedex,pharmacy,scooter,standard,east,cold,173.5,35.19,3,973.07,delivered
delhivery,electronics,truck,two day,north,stormy,13.5,1.75,4,95.6674,delivered
fedex,automobile parts,truck,same day,west,cold,75.2,26.42,4,555.26,delivered
ecom express,automobile parts,ev bike,two day,east,foggy,235.9,29.26,4,1267.28,delivered
ekart,cosmetics,van,express,south,rainy,37.5,43.4,2,367.7,delayed
ecom express,clothing,bike,express,north,hot,206.1,11.86,3,1116.08,delayed
shadowfax,documents,ev van,two day,north,hot,136.5,30.04,5,772.62,delivered
dhl,cosmetics,ev bike,two day,south,foggy,25.0,30.16,4,215.48,delivered
xpressbees,furniture,ev bike,express,west,hot,220.8,3.64,2,1164.92,failed
dhl,furniture,ev van,two day,south,stormy,254.4,41.91,4,1397.73,delivered
delhivery,groceries,ev bike,same day,north,foggy,160.3,38.94,5,1018.32,delivered
amazon logistics,fragile items,ev van,two day,central,cold,163.9,40.33,5,940.49,delivered
dhl,clothing,truck,standard,central,hot,17.6,0.92,4,95.6674,delivered
shadowfax,groceries,truck,same day,west,clear,285.7,3.63,2,1539.39,delayed
xpressbees,documents,truck,two day,west,cold,263.6,1.68,4,1323.04,delivered
delhivery,cosmetics,truck,two day,west,cold,297.1,37.84,3,1603.52,delivered
xpressbees,documents,van,same day,west,hot,221.9,22.75,2,1277.75,delayed
dhl,documents,scooter,standard,central,foggy,187.0,17.02,4,986.06,delivered
fedex,clothing,ev bike,two day,central,stormy,262.2,30.53,5,1402.59,delivered
fedex,fragile items,scooter,standard,south,clear,281.3,2.99,4,1415.47,delivered
xpressbees,clothing,ev van,express,south,stormy,276.0,36.32,2,1538.96,delayed
blue dart,fragile items,ev bike,two day,north,foggy,11.8,44.59,4,192.77,delivered
delhivery,automobile parts,ev van,same day,east,cold,232.1,18.51,5,1316.03,delivered
dhl,automobile parts,truck,express,east,foggy,111.8,31.98,4,704.94,delivered
blue dart,groceries,truck,standard,west,hot,244.2,5.15,4,1236.45,delivered
ekart,pharmacy,van,standard,west,stormy,19.0,31.4,4,189.2,delivered
shadowfax,fragile items,ev bike,two day,east,cold,157.2,28.44,5,871.32,delivered
amazon logistics,electronics,truck,same day,north,cold,294.1,35.1,5,1632.7206,delivered
xpressbees,electronics,van,standard,west,cold,181.0,28.14,4,989.42,delivered
ekart,clothing,bike,two day,north,rainy,17.6,38.72,5,204.16,delivered
amazon logistics,automobile parts,bike,express,central,clear,288.0,5.56,2,1506.68,delayed
dhl,electronics,scooter,same day,north,stormy,85.4,48.9,5,673.7,delivered
blue dart,cosmetics,ev bike,same day,east,hot,278.7,15.15,3,1538.95,delivered
xpressbees,fragile items,ev van,standard,south,hot,69.6,32.29,4,444.87,delivered
fedex,automobile parts,ev van,standard,central,clear,147.5,11.92,5,773.26,delivered
dhl,furniture,truck,same day,north,cold,39.2,29.56,4,384.68,delivered
shadowfax,furniture,ev van,two day,west,cold,264.3,30.81,5,1413.93,delivered
xpressbees,cosmetics,bike,two day,central,cold,199.5,34.37,4,1100.61,delivered
ekart,pharmacy,ev van,two day,west,clear,33.8,30.62,3,260.86,delivered
blue dart,fragile items,ev van,same day,south,stormy,253.6,24.62,1,1441.86,failed
fedex,groceries,van,same day,south,rainy,297.1,21.52,3,1632.7206,delayed
delhivery,automobile parts,bike,express,south,hot,285.8,34.16,2,1581.48,delayed
shadowfax,groceries,ev bike,same day,south,rainy,13.8,33.23,4,268.69,delivered
dhl,documents,bike,two day,east,cold,238.3,18.61,5,1247.33,delivered
blue dart,cosmetics,truck,standard,central,cold,277.6,35.77,5,1495.31,delivered
shadowfax,pharmacy,scooter,express,central,cold,297.1,29.93,2,1631.79,delayed
dhl,electronics,truck,express,central,cold,283.0,36.66,4,1574.98,delivered
dhl,clothing,ev van,express,east,stormy,263.0,33.26,3,1464.78,delayed
blue dart,electronics,bike,two day,east,stormy,271.4,23.31,5,1426.93,delivered
xpressbees,pharmacy,bike,same day,east,foggy,65.3,35.57,5,533.21,delivered
ecom express,fragile items,truck,standard,east,stormy,286.8,38.1,5,1548.3,delivered
shadowfax,documents,ev bike,same day,north,stormy,231.0,49.29,2,1402.87,delayed
ekart,electronics,scooter,two day,south,stormy,92.5,30.43,5,553.79,delivered
amazon logistics,fragile items,bike,standard,east,rainy,137.3,31.69,4,781.57,delivered
blue dart,cosmetics,ev bike,express,south,stormy,96.3,10.62,3,563.36,delayed
ekart,furniture,ev bike,standard,north,foggy,207.9,28.33,3,1124.49,delivered
delhivery,clothing,ev van,standard,south,clear,38.7,35.34,5,299.52,delivered
amazon logistics,cosmetics,ev van,express,central,cold,93.3,21.85,2,582.05,delayed
delhivery,groceries,ev bike,express,central,rainy,217.3,32.37,2,1233.61,delayed
fedex,documents,bike,two day,north,stormy,237.0,6.62,5,1204.86,delivered
blue dart,documents,scooter,same day,south,stormy,150.0,15.35,2,896.05,delayed
blue dart,electronics,truck,same day,central,rainy,184.0,35.89,2,1127.67,failed
shadowfax,furniture,van,two day,east,rainy,224.5,46.42,4,1261.76,delivered
amazon logistics,cosmetics,bike,same day,south,foggy,142.7,25.5,5,890.0,delivered
delhivery,fragile items,truck,same day,west,stormy,187.0,5.91,2,1052.73,delayed
blue dart,cosmetics,ev bike,same day,west,cold,39.6,19.57,5,356.71,delivered
ekart,fragile items,ev bike,same day,west,cold,286.5,49.52,2,1632.7206,delayed
ecom express,automobile parts,ev van,standard,south,cold,65.2,12.29,4,362.87,delivered
delhivery,clothing,bike,two day,west,hot,135.8,40.11,3,799.33,delivered
blue dart,groceries,ev van,express,south,hot,272.8,28.67,5,1500.01,delivered
dhl,groceries,truck,express,south,stormy,115.1,46.48,2,764.94,delayed
ekart,cosmetics,scooter,express,central,foggy,64.3,27.29,2,453.37,delayed
delhivery,fragile items,ev van,express,south,rainy,254.4,40.54,2,1443.62,delayed
fedex,automobile parts,bike,express,north,hot,35.6,31.07,5,321.21,delivered
shadowfax,electronics,bike,two day,east,foggy,245.9,6.57,4,1249.21,delivered
blue dart,furniture,ev bike,same day,west,cold,41.4,26.15,5,385.45,delivered
xpressbees,clothing,ev bike,same day,west,clear,9.2,24.62,4,219.86,delivered
delhivery,documents,bike,express,south,stormy,63.4,42.36,2,494.08,failed
xpressbees,furniture,ev van,standard,central,clear,98.7,47.12,4,634.86,delivered
ekart,pharmacy,ev van,same day,west,foggy,122.1,35.69,3,817.57,delivered
ekart,fragile items,ev bike,two day,east,cold,240.3,21.2,3,1265.1,delivered
blue dart,automobile parts,van,express,west,rainy,261.9,12.49,2,1396.97,delayed
amazon logistics,groceries,ev van,express,west,cold,106.8,14.95,4,628.85,delivered
fedex,pharmacy,bike,express,east,cold,51.0,10.38,3,336.14,delayed
xpressbees,electronics,ev bike,same day,central,stormy,118.2,7.92,2,714.76,delayed
blue dart,clothing,ev van,standard,south,cold,232.2,4.48,5,1174.44,delivered
delhivery,automobile parts,truck,two day,north,stormy,288.0,29.12,2,1527.36,failed
delhivery,automobile parts,van,same day,east,cold,90.5,49.52,5,701.48,delivered
dhl,automobile parts,van,express,south,rainy,10.8,33.19,3,203.57,delayed
ekart,documents,bike,two day,central,rainy,263.7,47.33,3,1460.49,delivered
xpressbees,pharmacy,bike,two day,north,foggy,100.2,25.37,5,577.11,delivered
amazon logistics,documents,van,same day,west,cold,193.2,32.66,3,1163.98,delayed
ekart,cosmetics,bike,two day,central,rainy,43.4,9.64,5,245.92,delivered
dhl,furniture,truck,standard,central,cold,136.9,0.76,5,686.78,delivered
dhl,automobile parts,truck,express,south,cold,129.5,4.82,5,711.96,delivered
xpressbees,groceries,ev van,two day,central,stormy,181.9,18.19,4,964.07,delivered
shadowfax,pharmacy,scooter,standard,east,hot,185.6,48.77,3,1074.31,delivered
shadowfax,pharmacy,ev bike,two day,north,clear,137.8,20.06,4,749.18,delivered
delhivery,fragile items,scooter,two day,east,rainy,293.0,3.42,4,1475.26,delivered
dhl,electronics,truck,express,west,foggy,291.0,10.08,5,1535.24,delivered
ecom express,furniture,ev bike,express,west,foggy,63.2,25.53,5,442.59,delivered
dhl,furniture,van,two day,south,clear,134.6,30.77,4,765.31,delivered
blue dart,documents,bike,express,south,clear,135.8,45.29,4,864.87,delivered
blue dart,fragile items,ev bike,express,west,foggy,124.6,40.39,1,794.17,failed
delhivery,fragile items,scooter,standard,north,rainy,11.1,20.49,3,116.97,delivered
amazon logistics,electronics,scooter,express,central,cold,180.9,34.95,5,1059.35,delivered
delhivery,cosmetics,ev bike,standard,south,rainy,84.1,21.64,5,485.42,delivered
shadowfax,fragile items,truck,standard,east,hot,4.4,29.77,3,111.31,delivered
dhl,documents,bike,same day,east,clear,204.1,36.35,2,1229.55,delayed
delhivery,pharmacy,ev van,two day,south,cold,259.7,6.51,5,1318.03,delivered
amazon logistics,pharmacy,truck,two day,east,cold,11.0,15.98,3,102.94,delivered
xpressbees,electronics,scooter,express,west,clear,248.4,17.6,1,1344.8,failed
amazon logistics,fragile items,bike,same day,south,clear,184.0,16.3,3,1068.9,delivered
ecom express,cosmetics,ev bike,standard,central,cold,100.8,42.31,5,630.93,delivered
ecom express,documents,ev bike,express,north,stormy,177.0,49.13,1,1082.39,failed
xpressbees,documents,ev bike,express,east,hot,153.5,15.09,3,862.77,delivered
fedex,cosmetics,truck,two day,north,foggy,193.9,1.63,3,974.39,delivered
xpressbees,fragile items,ev van,two day,south,clear,156.2,37.76,5,894.28,delivered
fedex,electronics,truck,express,central,foggy,130.2,21.55,2,765.65,failed
blue dart,groceries,scooter,standard,east,hot,8.1,25.8,5,117.9,delivered
dhl,pharmacy,scooter,standard,north,clear,106.8,22.73,5,602.19,delivered
fedex,clothing,van,same day,west,foggy,97.4,6.06,5,605.18,delivered
delhivery,automobile parts,ev bike,two day,south,hot,60.9,38.31,3,419.43,delivered
amazon logistics,clothing,bike,same day,north,stormy,86.7,44.96,5,668.38,delivered
ecom express,fragile items,scooter,express,north,rainy,290.6,25.66,3,1579.98,delayed
dhl,electronics,van,two day,east,stormy,66.7,25.38,5,409.64,delivered
fedex,fragile items,truck,express,north,hot,30.5,9.82,1,231.96,failed
amazon logistics,electronics,bike,standard,west,hot,260.1,43.92,3,1432.26,delivered
fedex,cosmetics,bike,two day,west,rainy,154.8,34.78,5,878.34,delivered
xpressbees,groceries,ev van,two day,central,cold,276.1,36.29,4,1489.37,delivered
fedex,furniture,bike,express,central,cold,12.0,21.81,3,175.43,delivered
ekart,electronics,bike,two day,central,stormy,164.5,47.31,5,964.43,delivered
amazon logistics,cosmetics,scooter,same day,south,rainy,92.9,42.21,5,691.13,delivered
blue dart,pharmacy,van,standard,south,foggy,108.0,10.8,5,572.4,delivered
ekart,documents,scooter,two day,west,hot,222.9,34.25,3,1217.25,delivered
xpressbees,furniture,ev bike,standard,east,hot,223.1,33.12,5,1214.86,delivered
xpressbees,furniture,bike,express,west,hot,142.9,39.04,3,881.62,delivered
ecom express,cosmetics,bike,express,central,foggy,11.4,7.99,2,130.97,delayed
xpressbees,furniture,bike,two day,west,cold,280.4,26.91,4,1482.73,delivered
delhivery,electronics,truck,two day,east,foggy,3.6,24.35,3,95.6674,delivered
amazon logistics,furniture,ev van,standard,central,cold,158.8,7.32,5,815.96,delivered
dhl,groceries,bike,standard,east,cold,61.3,38.77,4,422.81,delivered
delhivery,groceries,truck,two day,north,stormy,149.0,1.73,3,750.19,delivered
shadowfax,groceries,van,same day,north,cold,24.4,4.2,4,234.6,delivered
blue dart,groceries,truck,express,north,hot,7.8,35.69,4,196.07,delivered
dhl,documents,truck,standard,north,rainy,253.8,45.92,5,1406.76,delivered
fedex,documents,scooter,same day,east,stormy,66.1,3.95,4,442.35,delivered
delhivery,cosmetics,truck,standard,east,rainy,77.3,27.22,4,468.16,delivered
amazon logistics,documents,bike,same day,east,cold,6.6,30.65,5,224.95,delivered
fedex,cosmetics,van,standard,south,cold,243.2,22.34,5,1283.02,delivered
ecom express,groceries,ev van,standard,south,stormy,169.4,23.92,5,918.76,delivered
fedex,pharmacy,ev van,standard,east,clear,243.1,22.74,4,1283.72,delivered
shadowfax,clothing,bike,standard,central,cold,133.3,41.8,4,791.9,delivered
amazon logistics,clothing,bike,same day,west,rainy,192.6,45.54,3,1199.62,delayed
blue dart,automobile parts,ev bike,same day,north,rainy,158.8,3.87,5,905.61,delivered
ecom express,fragile items,scooter,express,south,clear,233.2,5.52,3,1232.56,delayed
blue dart,electronics,truck,two day,central,clear,103.2,23.14,5,585.42,delivered
ecom express,automobile parts,truck,two day,central,cold,35.7,32.53,4,276.09,delivered
shadowfax,fragile items,van,standard,east,clear,71.0,32.42,3,452.26,delivered
fedex,clothing,scooter,standard,south,stormy,167.5,41.49,4,961.97,delivered
blue dart,documents,ev bike,two day,central,stormy,84.0,45.03,4,555.09,delivered
shadowfax,clothing,scooter,same day,central,stormy,50.7,23.88,5,425.14,delivered
fedex,fragile items,ev bike,express,south,cold,266.1,41.34,3,1504.52,delayed
ecom express,fragile items,scooter,same day,north,hot,97.3,24.13,3,658.89,delivered
amazon logistics,cosmetics,ev van,same day,east,rainy,11.6,49.03,5,305.09,delivered
fedex,documents,ev bike,same day,west,hot,172.9,20.12,4,1024.86,delivered
dhl,automobile parts,truck,same day,west,stormy,223.3,15.34,3,1262.52,delayed
dhl,fragile items,bike,standard,central,rainy,52.1,38.17,5,375.01,delivered
dhl,fragile items,scooter,same day,east,stormy,150.0,6.33,2,868.99,delayed
delhivery,groceries,truck,standard,central,hot,32.5,43.87,4,294.11,delivered
delhivery,cosmetics,truck,same day,central,stormy,58.9,40.21,5,515.13,delivered
xpressbees,cosmetics,bike,same day,north,stormy,78.3,38.76,4,607.78,delivered
ekart,clothing,bike,standard,east,rainy,238.9,18.47,5,1249.91,delivered
dhl,pharmacy,truck,express,north,hot,55.2,28.82,1,412.46,failed
xpressbees,furniture,van,express,north,rainy,28.7,48.75,2,339.75,delayed
shadowfax,pharmacy,van,standard,north,foggy,111.8,6.9,4,579.7,delivered
dhl,groceries,truck,express,west,hot,294.8,15.27,2,1569.81,delayed
xpressbees,cosmetics,ev van,express,central,cold,162.3,43.87,4,993.11,delivered
blue dart,fragile items,scooter,same day,east,clear,158.6,33.96,4,994.88,delivered
fedex,pharmacy,ev bike,standard,central,cold,238.5,5.93,4,1210.29,delivered
delhivery,fragile items,ev van,standard,west,hot,141.6,30.41,4,799.23,delivered
fedex,cosmetics,ev van,same day,north,rainy,216.4,13.07,2,1221.21,delayed
delhivery,documents,ev van,express,south,clear,20.9,44.71,2,288.63,delayed
ecom express,cosmetics,bike,express,west,rainy,83.7,34.79,2,572.87,delayed
shadowfax,cosmetics,bike,standard,west,clear,128.2,25.85,4,718.55,delivered
ekart,automobile parts,ev van,express,west,rainy,100.4,22.47,2,619.41,delayed
shadowfax,groceries,scooter,express,west,rainy,10.9,32.06,3,200.68,delayed
dhl,clothing,scooter,standard,west,clear,148.8,47.04,4,885.12,delivered
fedex,cosmetics,van,same day,central,foggy,80.3,10.94,5,534.32,delivered
blue dart,pharmacy,truck,standard,east,hot,134.7,23.38,4,743.64,delivered
fedex,pharmacy,bike,two day,south,cold,259.3,22.13,4,1362.89,delivered
delhivery,cosmetics,truck,standard,north,cold,36.1,48.56,4,326.18,delivered
blue dart,furniture,bike,standard,south,foggy,151.4,11.98,5,792.94,delivered
shadowfax,electronics,van,same day,east,stormy,111.8,14.44,3,702.32,delayed
fedex,fragile items,ev van,standard,east,foggy,92.5,49.08,4,609.74,delivered
ekart,documents,bike,same day,north,stormy,118.7,29.25,4,781.25,delivered
delhivery,documents,bike,express,west,hot,36.8,42.78,2,362.34,delayed
dhl,fragile items,van,standard,south,foggy,171.4,46.49,5,996.47,delivered
ecom express,fragile items,scooter,same day,east,rainy,133.5,6.59,1,787.27,failed
xpressbees,furniture,scooter,standard,west,cold,267.3,45.14,4,1471.92,delivered
delhivery,cosmetics,van,same day,central,stormy,16.7,40.7,5,305.6,delivered
ecom express,electronics,scooter,same day,east,stormy,210.4,1.14,2,1155.42,delayed
dhl,documents,bike,express,central,hot,12.3,29.94,4,201.32,delivered
shadowfax,documents,ev van,same day,west,clear,140.3,27.68,4,884.54,delivered
delhivery,groceries,ev bike,standard,central,cold,105.7,11.48,4,562.94,delivered
ekart,groceries,van,two day,east,cold,65.9,23.22,5,399.16,delivered
amazon logistics,electronics,ev bike,two day,north,clear,295.6,12.17,5,1514.51,delivered
ekart,cosmetics,ev van,standard,south,rainy,157.5,42.31,3,914.43,delivered
blue dart,pharmacy,van,same day,south,stormy,274.3,2.2,2,1478.1,delayed
delhivery,groceries,bike,express,south,hot,166.9,38.66,3,1000.48,delayed
ecom express,fragile items,scooter,two day,south,clear,288.8,11.69,5,1479.07,delivered
amazon logistics,groceries,ev van,standard,east,clear,285.4,38.53,4,1542.59,delivered
delhivery,clothing,ev van,express,central,foggy,21.4,43.98,3,288.94,delayed
ecom express,fragile items,ev bike,express,north,clear,82.9,44.9,5,599.2,delivered
amazon logistics,clothing,ev bike,two day,west,foggy,272.8,20.27,4,1424.81,delivered
dhl,electronics,scooter,same day,east,stormy,97.6,5.27,5,603.81,delivered
shadowfax,furniture,truck,two day,north,hot,146.1,40.93,3,853.29,delivered
ekart,pharmacy,van,standard,west,rainy,66.6,15.27,5,378.81,delivered
ekart,documents,van,standard,east,hot,250.6,45.55,4,1389.65,delivered
xpressbees,fragile items,ev bike,two day,west,rainy,102.6,9.74,4,542.22,delivered
blue dart,documents,truck,standard,central,hot,176.7,15.15,5,928.95,delivered
dhl,automobile parts,van,same day,north,rainy,147.1,29.37,2,923.61,delayed
dhl,pharmacy,scooter,standard,south,rainy,193.4,26.55,5,1046.65,delivered
blue dart,clothing,truck,same day,north,hot,196.3,31.3,5,1175.4,delivered
amazon logistics,groceries,van,two day,east,rainy,58.3,36.0,5,399.5,delivered
xpressbees,electronics,bike,express,central,cold,73.0,24.45,5,488.35,delivered
amazon logistics,fragile items,ev bike,express,west,rainy,96.4,46.18,1,670.54,failed
fedex,pharmacy,van,standard,east,rainy,238.4,32.92,5,1290.76,delivered
blue dart,groceries,van,express,north,rainy,124.7,2.99,2,682.47,delayed
ekart,cosmetics,ev van,two day,south,foggy,188.4,47.21,4,1083.63,delivered
